DATA,KG_VENDA,KG_DOACAO,NF,PESO_MEDIO,QTD_ANIMAIS_TEXTO,DESBASTE,KG,ID_CULTIVO,VIVEIRO,QTD_ANIMAIS_CALC,QTD_ANIMAIS
29/05/2024,2072.0,0.0,1.594,12.49,,False,2072.0,V13_C5,13,165892.71417133708,165892.71417133708
19/09/2024,396.0,0.0,1.648,13.54,29246.0,True,396.0,V13_C6,13,29246.676514032497,29246.0
01/10/2024,111.0,0.0,1.659,14.86,7469.0,True,111.0,V13_C6,13,7469.717362045761,7469.0
01/10/2024,240.0,0.0,,15.96,,False,240.0,V13_C6,13,15037.593984962405,15037.593984962405
13/06/2025,193.0,0.0,1.808,10.04,19223.0,True,193.0,V13_C9,13,19223.107569721116,19223.0
08/10/2024,520.0,0.0,1.662,15.96,,False,520.0,V13_C6,13,32581.45363408521,32581.45363408521
08/10/2024,1190.0,0.0,1.664,15.96,,False,1190.0,V13_C6,13,74561.40350877192,74561.40350877192
10/12/2024,300.0,0.0,1.704,12.88,23291.0,True,300.0,V13_C7,13,23291.925465838507,23291.0
18/12/2024,250.0,0.0,1.711,14.29,17494.0,True,250.0,V13_C7,13,17494.751574527643,17494.0
23/12/2024,1008.0,0.0,1.713,14.07,,False,1008.0,V13_C7,13,71641.79104477612,71641.79104477612
23/12/2024,432.0,0.0,1.714,14.07,,False,432.0,V13_C7,13,30703.62473347548,30703.62473347548
27/01/2025,312.0,0.0,1.722,10.36,30115.0,True,312.0,V13_C8,13,30115.83011583012,30115.0
21/03/2025,2490.0,0.0,1.746,17.71,,False,2490.0,V13_C8,13,140598.5319028797,140598.5319028797
22/03/2025,166.0,0.0,1.748,18.0,,False,166.0,V13_C8,13,9222.222222222223,9222.222222222223
29/10/2024,404.0,0.0,1.690,17.4,23218.0,True,404.0,V12A_C5,12A,23218.390804597704,23218.0
30/10/2024,510.0,0.0,1.691,16.41,31078.0,True,510.0,V12A_C5,12A,31078.610603290675,31078.0
30/10/2024,356.0,0.0,1.692,15.64,22762.0,True,356.0,V12A_C5,12A,22762.148337595907,22762.0
30/10/2024,784.0,0.0,,16.41,47775.0,True,784.0,V12A_C5,12A,47775.746496039,47775.0
01/11/2024,357.0,0.0,1.695,15.29,23348.0,True,357.0,V12A_C5,12A,23348.593852190977,23348.0
02/11/2024,199.0,0.0,1.696,13.96,14255.0,True,199.0,V12A_C5,12A,14255.014326647564,14255.0
06/09/2024,196.0,0.0,1.642,9.21,,False,196.0,V12A_C5,12A,21281.216069489685,21281.216069489685
09/09/2024,264.0,0.0,1.643,9.32,,False,264.0,V12A_C5,12A,28326.18025751073,28326.18025751073
13/09/2024,204.0,0.0,1.645,9.86,,False,204.0,V12A_C5,12A,20689.655172413793,20689.655172413793
19/09/2024,210.0,0.0,1.648,10.21,,False,210.0,V12A_C5,12A,20568.07051909892,20568.07051909892
19/09/2024,170.0,0.0,1.649,10.21,,False,170.0,V12A_C5,12A,16650.342801175317,16650.342801175317
23/09/2024,304.0,0.0,1.650,10.54,,False,304.0,V12A_C5,12A,28842.50474383302,28842.50474383302
02/10/2024,200.0,0.0,1.660,11.89,,False,200.0,V12A_C5,12A,16820.85786375105,16820.85786375105
02/10/2024,416.0,0.0,1.661,11.89,,False,416.0,V12A_C5,12A,34987.38435660218,34987.38435660218
08/10/2024,673.0,0.0,1.666,13.38,,False,673.0,V12A_C5,12A,50298.95366218236,50298.95366218236
09/10/2024,518.0,0.0,1.667,13.97,,False,518.0,V12A_C5,12A,37079.45597709377,37079.45597709377
09/10/2024,306.0,0.0,1.668,13.97,,False,306.0,V12A_C5,12A,21904.080171796708,21904.080171796708
11/10/2024,190.0,0.0,1.671,13.0,,False,190.0,V12A_C5,12A,14615.384615384615,14615.384615384615
23/10/2024,300.0,0.0,1.678,16.55,,False,300.0,V12A_C5,12A,18126.888217522657,18126.888217522657
23/10/2024,500.0,0.0,1.681,15.93,,False,500.0,V12A_C5,12A,31387.319522912745,31387.319522912745
23/10/2024,196.0,0.0,1.682,15.93,,False,196.0,V12A_C5,12A,12303.829252981795,12303.829252981795
23/10/2024,94.0,0.0,1.683,15.93,,False,94.0,V12A_C5,12A,5900.8160703075955,5900.8160703075955
25/10/2024,506.0,0.0,1.684,15.91,,False,506.0,V12A_C5,12A,31803.89692017599,31803.89692017599
01/10/2024,130.0,0.0,1.659,13.05,,False,130.0,V12A_C5,12A,9961.68582375479,9961.68582375479
29/10/2024,50.0,0.0,1.689,17.4,2873.0,True,50.0,V12A_C5,12A,2873.5632183908046,2873.0
27/10/2024,500.0,0.0,1.686,17.12,29205.0,True,500.0,V12A_C5,12A,29205.607476635512,29205.0
27/10/2024,410.0,0.0,1.687,17.12,23948.0,True,410.0,V12A_C5,12A,23948.59813084112,23948.0
14/08/2024,158.5,0.0,1.624,12.84,,False,158.5,V12B1_C5,12B1,12344.236760124611,12344.236760124611
19/08/2024,83.0,0.0,1.627,12.92,,False,83.0,V12B1_C5,12B1,6424.148606811145,6424.148606811145
05/02/2025,156.0,0.0,1.725,19.91,,False,156.0,V12B1_C6,12B1,7835.2586639879455,7835.2586639879455
11/01/2023,70.0,0.0,1.346.,9.09,,False,70.0,V12B2_C1,12B2,7700.770077007701,7700.770077007701
26/04/2023,80.0,0.0,1.387,15.98,,False,80.0,V12B2_C2,12B2,5006.2578222778475,5006.2578222778475
11/10/2023,112.0,0.0,1.484,11.2,,False,112.0,V12B2_C4,12B2,10000.0,10000.0
09/01/2024,46.0,0.0,1.525,13.7,,False,46.0,V12B2_C5,12B2,3357.6642335766423,3357.6642335766423
20/05/2024,74.0,0.0,1.584,19.69,,False,74.0,V12B2_C6,12B2,3758.252920264093,3758.252920264093
13/12/2024,52.0,0.0,,32.0,,False,52.0,V12B2_C7,12B2,1625.0,1625.0
09/04/2025,82.0,0.0,1.766,24.84,,False,82.0,V12B2_C8,12B2,3301.1272141706922,3301.1272141706922
09/04/2025,63.0,0.0,1.767,24.84,,False,63.0,V12B2_C8,12B2,2536.231884057971,2536.231884057971
20/10/2022,211.0,0.0,1.287,15.71,,False,211.0,V12B3_C1,12B3,13430.935709739018,13430.935709739018
09/03/2023,57.0,0.0,1.369,17.82,3198.0,True,57.0,V12B3_C2,12B3,3198.6531986531986,3198.0
16/03/2023,362.0,0.0,1.373,17.99,,False,362.0,V12B3_C2,12B3,20122.290161200668,20122.290161200668
19/06/2023,218.0,0.0,1.420,25.0,,False,218.0,V12B3_C3,12B3,8720.0,8720.0
20/07/2023,150.0,0.0,,2.2,,False,150.0,V12B3_C4,12B3,68181.81818181818,68181.81818181818
08/04/2024,223.0,0.0,1.563,39.96,,False,223.0,V12B3_C5,12B3,5580.58058058058,5580.58058058058
09/04/2024,29.0,0.0,1.566,40.56,,False,29.0,V12B3_C5,12B3,714.9901380670611,714.9901380670611
12/07/2024,41.0,0.0,,7.37,5563.0,True,41.0,V12B3_C6,12B3,5563.093622795115,5563.0
12/08/2024,400.0,0.0,1.621,12.9,31007.0,True,400.0,V12B3_C6,12B3,31007.751937984496,31007.0
12/07/2024,41.0,0.0,1.614,7.37,,False,41.0,V12B3_C6,12B3,5563.093622795115,5563.093622795115
13/08/2024,13.0,0.0,1.623,12.9,,False,13.0,V12B3_C6,12B3,1007.7519379844961,1007.7519379844961
08/10/2024,277.0,0.0,1.665,16.74,,False,277.0,V12B3_C7,12B3,16547.192353643968,16547.192353643968
06/03/2025,200.0,0.0,1.735,11.44,,False,200.0,V12B3_C8,12B3,17482.517482517484,17482.517482517484
10/01/2023,942.0,0.0,1.342.,17.2,,False,942.0,V12B4_C1,12B4,54767.44186046512,54767.44186046512
06/02/2025,1078.0,0.0,1.727,8.77,122919.0,True,1078.0,V12A_C6,12A,122919.04218928165,122919.0
01/04/2025,13617.0,0.0,1.757,16.2,840555.0,True,13617.0,V12A_C6,12A,840555.5555555556,840555.0
02/04/2025,1170.0,0.0,1.758,11.05,105882.0,True,1170.0,V12A_C6,12A,105882.35294117646,105882.0
31/01/2025,2040.0,0.0,1.724,9.07,,False,2040.0,V12A_C6,12A,224917.3098125689,224917.3098125689
12/07/2024,43.0,0.0,1.614,7.36,,False,43.0,V12B1_C5,12B1,5842.391304347826,5842.391304347826
09/04/2025,51.0,0.0,1.769,12.45,,False,51.0,V12A_C6,12A,4096.385542168675,4096.385542168675
01/06/2025,540.0,0.0,1.799,11.79,46035.0,True,540.0,V12A_C7,12A,45801.52671755725,46035.0
04/06/2025,402.0,0.0,1.801,10.72,37500.0,True,402.0,V12A_C7,12A,37500.0,37500.0
08/06/2025,323.4,0.0,1.803,11.02,29346.0,True,323.4,V12A_C7,12A,29346.642468239566,29346.0
11/06/2025,298.0,0.0,1.804,11.8,25254.0,True,298.0,V12A_C7,12A,25254.23728813559,25254.0
14/06/2025,646.0,0.0,1.809,12.62,51188.0,True,646.0,V12A_C7,12A,51188.589540412046,51188.0
20/10/2022,192.0,0.0,1.286,13.29,,False,192.0,V12B1_C1,12B1,14446.952595936795,14446.952595936795
26/04/2023,317.0,0.0,1.387,17.32,,False,317.0,V12B1_C2,12B1,18302.54041570439,18302.54041570439
27/03/2024,174.0,0.0,1.554,26.8,,False,174.0,V12B1_C4,12B1,6492.537313432836,6492.537313432836
23/10/2022,1683.4,0.0,1.288,11.39,,False,1683.4,V4_C1,4,147796.31255487268,147796.31255487268
11/04/2023,2677.0,0.0,1.381,32.1,,False,2677.0,V4_C2,4,83395.63862928348,83395.63862928348
19/07/2023,13.0,0.0,1.436,16.14,805.0,True,13.0,V4_C3,4,805.45229244114,805.0
20/07/2023,306.5,0.0,1.438,15.81,19386.0,True,306.5,V4_C3,4,19386.464263124602,19386.0
28/07/2023,105.0,0.0,1.446,16.29,6445.0,True,105.0,V4_C3,4,6445.672191528545,6445.0
08/08/2023,105.0,0.0,1.450,17.3,6069.0,True,105.0,V4_C3,4,6069.36416184971,6069.0
08/08/2023,616.0,0.0,1.449,17.3,,False,616.0,V4_C3,4,35606.936416184966,35606.936416184966
23/09/2024,303.0,0.0,1.650,12.31,,False,303.0,V11A_C6,11A,24614.134849715676,24614.134849715676
10/08/2023,75.0,0.0,1.452,13.02,,False,75.0,V4_C3,4,5760.3686635944705,5760.3686635944705
11/08/2023,560.0,0.0,1.453,19.0,,False,560.0,V4_C3,4,29473.684210526317,29473.684210526317
11/08/2023,588.0,0.0,1.454,17.35,,False,588.0,V4_C3,4,33890.48991354467,33890.48991354467
11/08/2023,130.0,0.0,1.455,13.51,,False,130.0,V4_C3,4,9622.501850481125,9622.501850481125
02/12/2023,252.0,0.0,1.512,13.39,18820.0,True,252.0,V4_C4,4,18820.01493651979,18820.0
02/12/2023,154.0,0.0,1.513,13.39,11501.0,True,154.0,V4_C4,4,11501.120238984317,11501.0
13/12/2023,240.0,0.0,1.515,15.75,15238.0,True,240.0,V4_C4,4,15238.095238095239,15238.0
13/12/2023,100.0,0.0,1.516,15.75,6349.0,True,100.0,V4_C4,4,6349.206349206349,6349.0
09/08/2023,738.0,0.0,1.451,18.22,,False,738.0,V4_C3,4,40504.93962678376,40504.93962678376
29/04/2024,302.0,0.0,1.574,10.12,29841.0,True,302.0,V3_C4,3,29841.897233201584,29841.0
30/06/2024,504.0,0.0,,23.88,21105.0,True,504.0,V3_C4,3,21105.527638190957,21105.0
01/07/2024,302.0,0.0,1.612,25.74,11732.0,True,302.0,V3_C4,3,11732.711732711734,11732.0
10/07/2024,86.0,0.0,1.613,24.17,3588.0,True,86.0,V3_C4,3,3558.129913115432,3588.0
19/07/2024,1319.0,0.0,1.616,27.1,,False,1319.0,V3_C4,3,48671.58671586715,48671.58671586715
28/10/2024,428.0,0.0,1.688,12.37,34599.0,True,428.0,V3_C5,3,34599.838318512535,34599.0
21/11/2024,1724.0,0.0,1.699,15.52,,False,1724.0,V3_C5,3,111082.47422680413,111082.47422680413
24/02/2025,501.0,0.0,,16.17,30983.0,True,501.0,V3_C6,3,30983.302411873836,30983.0
13/06/2025,1213.6,0.0,1.807,30.33,,False,1213.6,V3_C7,3,40013.18826244643,40013.18826244643
26/03/2025,168.0,0.0,1.749,21.89,7674.0,True,168.0,V3_C6,3,7674.737322978529,7674.0
11/03/2025,421.0,0.0,1.737,18.25,,False,421.0,V3_C6,3,23068.49315068493,23068.49315068493
08/04/2025,1509.6,0.0,1.763,23.62,,False,1509.6,V3_C6,3,63911.93903471634,63911.93903471634
13/05/2025,200.0,0.0,1.790,18.95,10554.0,True,200.0,V3_C7,3,10554.089709762533,10554.0
15/05/2025,156.0,0.0,1.792,18.92,8245.0,True,156.0,V3_C7,3,8245.243128964059,8245.0
23/05/2025,205.0,0.0,1.795,22.48,9119.0,True,205.0,V3_C7,3,9119.217081850533,9119.0
03/06/2025,96.0,0.0,1.800,30.13,3186.0,True,96.0,V3_C7,3,3186.1931629605047,3186.0
22/01/2025,2678.0,0.0,1.719,15.72,,False,2678.0,V4_C8,4,170356.23409669212,170356.23409669212
24/01/2025,172.0,0.0,,15.91,,False,172.0,V4_C8,4,10810.81081081081,10810.81081081081
15/04/2025,3046.0,0.0,1.781,20.83,,False,3046.0,V4_C9,4,146231.39702352378,146231.39702352378
16/06/2025,518.0,0.0,1.811,10.93,47392.0,True,518.0,V4_C10,4,47392.49771271729,47392.0
12/01/2023,258.0,0.0,1.348,12.69,20.33,True,258.0,V5_C1,5,20330.96926713948,20.33
12/01/2023,224.0,0.0,1,12.69,17.651,True,224.0,V5_C1,5,17651.69424743893,17.651
23/02/2023,150.0,0.0,1.360,18.94,7919.0,True,150.0,V5_C1,5,7919.74656810982,7919.0
23/02/2023,250.0,0.0,1.361,18.94,13199.0,True,250.0,V5_C1,5,13199.577613516367,13199.0
28/02/2023,3291.0,0.0,1.363,16.45,,False,3291.0,V5_C1,5,200060.79027355625,200060.79027355625
21/12/2023,1313.0,0.0,1.520,15.9,,False,1313.0,V4_C4,4,82578.61635220125,82578.61635220125
28/06/2023,498.0,0.0,1.421,19.0,21652.0,True,498.0,V5_C2,5,26210.526315789473,21652.0
30/06/2023,2994.5,0.0,1.424,19.65,152391.0,True,2994.5,V5_C2,5,152391.85750636132,152391.0
23/05/2023,510.0,0.0,1.405,10.11,,False,510.0,V5_C2,5,50445.10385756677,50445.10385756677
04/07/2023,113.0,0.0,1.427,18.42,,False,113.0,V5_C2,5,6134.636264929424,6134.636264929424
04/07/2023,13.0,0.0,1.429,21.12,,False,13.0,V5_C2,5,615.530303030303,615.530303030303
29/10/2023,135.0,0.0,1.494,17.96,7516.0,True,135.0,V5_C3,5,7516.703786191536,7516.0
02/11/2023,1450.0,0.0,1.496,18.47,78505.0,True,1450.0,V5_C3,5,78505.6848944234,78505.0
14/11/2023,1875.0,0.0,1.501,19.55,,False,1875.0,V5_C3,5,95907.9283887468,95907.9283887468
14/11/2023,50.0,0.0,1.502,19.55,,False,50.0,V5_C3,5,2557.544757033248,2557.544757033248
19/03/2024,701.0,0.0,1.548,12.09,54341.0,True,701.0,V4_C5,4,57981.803143093464,54341.0
19/03/2024,60.0,0.0,1.547,12.09,4651.0,True,60.0,V4_C5,4,4962.779156327543,4651.0
23/04/2024,149.0,0.0,1.573,21.07,7071.0,True,149.0,V4_C5,4,7071.665875652587,7071.0
03/05/2024,2511.0,0.0,1.575,24.49,,False,2511.0,V4_C5,4,102531.64556962026,102531.64556962026
02/07/2024,504.0,0.0,,1.6,,False,504.0,V4_C6,4,315000.0,315000.0
03/07/2024,304.0,0.0,,1.6,,False,304.0,V4_C6,4,190000.0,190000.0
25/09/2024,300.0,0.0,1.654,14.71,20394.0,True,300.0,V4_C6,4,20394.289598912303,20394.0
26/09/2024,206.0,0.0,1.655,14.33,14375.0,True,206.0,V4_C6,4,14375.436147941382,14375.0
27/09/2024,300.0,0.0,1.656,14.89,20147.0,True,300.0,V4_C6,4,20147.750167897917,20147.0
27/09/2024,266.0,0.0,1.657,14.89,17864.0,True,266.0,V4_C6,4,17864.33848220282,17864.0
03/12/2024,1353.5,0.0,1.703,13.96,,False,1353.5,V4_C7,4,96955.58739255014,96955.58739255014
30/09/2024,785.0,0.0,1.658,15.05,,False,785.0,V4_C6,4,52159.468438538206,52159.468438538206
30/09/2024,420.0,0.0,,15.05,,False,420.0,V4_C6,4,27906.976744186046,27906.976744186046
21/11/2024,303.0,0.0,,13.88,21829.0,True,303.0,V4_C7,4,21829.971181556193,21829.0
27/11/2024,178.0,0.0,1.701,14.41,12352.0,True,178.0,V4_C7,4,12352.532963219986,12352.0
28/11/2024,228.0,0.0,1.702,14.16,16101.0,True,228.0,V4_C7,4,16101.694915254237,16101.0
18/09/2023,321.0,0.0,1.471,23.02,13944.0,True,321.0,V1_C3,1,13944.396177237186,13944.0
28/09/2023,88.0,0.0,1.480,23.76,3703.0,True,88.0,V1_C3,1,3703.7037037037035,3703.0
28/07/2023,170.0,0.0,1.446,11.75,,False,170.0,V1_C3,1,14468.08510638298,14468.08510638298
22/08/2023,1008.0,0.0,1.457,17.19,,False,1008.0,V1_C3,1,58638.74345549738,58638.74345549738
30/08/2023,200.0,0.0,1.461,19.51,,False,200.0,V1_C3,1,10251.153254741157,10251.153254741157
23/04/2025,2448.0,0.0,1.784,21.0,,False,2448.0,V14_C7,14,116571.42857142857,116571.42857142857
18/09/2023,700.0,0.0,1.470,22.67,,False,700.0,V1_C3,1,30877.81208645787,30877.81208645787
29/09/2023,246.0,0.0,1.483,24.07,,False,246.0,V1_C3,1,10220.191109264644,10220.191109264644
28/12/2023,2374.0,0.0,1.522,15.3,,False,2374.0,V3_C3,3,155163.39869281044,155163.39869281044
30/01/2024,200.0,0.0,1.532,13.69,14609.0,True,200.0,V1_C4,1,14609.203798392988,14609.0
13/03/2024,124.0,0.0,1.546,20.58,6025.0,True,124.0,V1_C4,1,6025.267249757047,6025.0
27/03/2024,1960.0,0.0,1.555,24.18,81058.0,True,1960.0,V1_C4,1,81058.72622001654,81058.0
27/03/2024,170.0,0.0,1.556,24.65,6896.0,True,170.0,V1_C4,1,6896.551724137931,6896.0
27/03/2024,100.0,0.0,1.557,24.65,4056.0,True,100.0,V1_C4,1,4056.795131845842,4056.0
05/04/2024,493.0,0.0,1.560,26.33,18723.0,True,493.0,V1_C4,1,18723.889099886062,18723.0
08/09/2024,260.0,0.0,.1.579,33.29,7810.0,True,260.0,V1_C4,1,7810.153199158907,7810.0
09/01/2024,477.0,0.0,1.525,11.17,,False,477.0,V1_C4,1,42703.67054610564,42703.67054610564
24/10/2022,100.0,0.0,1.290,15.49,,False,100.0,V1_C1,1,6455.777921239509,6455.777921239509
28/10/2022,616.0,0.0,1.293,15.7,,False,616.0,V1_C1,1,39235.66878980892,39235.66878980892
28/10/2022,232.0,0.0,1.292,15.7,,False,232.0,V1_C1,1,14777.070063694267,14777.070063694267
10/02/2023,155.0,0.0,1.355.,17.79,,False,155.0,V1_C2,1,8712.759977515458,8712.759977515458
04/05/2023,50.0,0.0,1.464,20.29,,False,50.0,V1_C3,1,2464.268112370626,2464.268112370626
09/08/2023,1184.0,0.0,1.451,13.34,,False,1184.0,V14_C2,14,88755.62218890555,88755.62218890555
11/04/2023,2216.0,0.0,1.381,30.28,73183.0,True,2216.0,V1_C2,1,73183.61955085865,73183.0
17/04/2023,500.0,0.0,1.384,32.43,15417.0,True,500.0,V1_C2,1,15417.82300339192,15417.0
27/04/2023,306.0,0.0,1.388,36.66,8346.0,True,306.0,V1_C2,1,8346.972176759411,8346.0
04/05/2023,500.0,0.0,1.399,36.47,,False,500.0,V1_C2,1,13709.898546750754,13709.898546750754
05/05/2023,341.0,0.0,1.400,36.47,,False,341.0,V1_C2,1,9350.150808884015,9350.150808884015
20/01/2025,95.0,0.0,1.722,18.73,5072.0,True,95.0,V1_C6,1,5072.0768820074745,5072.0
27/01/2025,504.0,0.0,,18.96,26582.0,True,504.0,V1_C6,1,26582.278481012658,26582.0
11/02/2025,504.0,0.0,,21.58,,False,504.0,V1_C6,1,23354.958294717333,23354.958294717333
11/02/2025,460.0,0.0,1.729,21.58,,False,460.0,V1_C6,1,21316.033364226136,21316.033364226136
09/04/2025,64.0,0.0,1.771,14.91,4292.0,True,64.0,V1_C7,1,4292.421193829645,4292.0
09/04/2025,1206.0,0.0,1.768,14.91,80885.0,True,1206.0,V1_C7,1,80885.31187122736,80885.0
25/04/2025,4199.0,0.0,1.784,18.0,,False,4199.0,V1_C7,1,233277.77777777778,233277.77777777778
26/04/2025,127.0,0.0,1.785,15.34,,False,127.0,V1_C7,1,8279.009126466754,8279.009126466754
01/06/2025,480.0,0.0,1.799,18.06,26578.0,True,480.0,V1_C8,1,26578.073089701,26578.0
03/06/2025,222.0,0.0,1.800,18.92,11733.0,True,222.0,V1_C8,1,11733.615221987315,11733.0
12/06/2025,204.0,0.0,1.805,22.23,9176.0,True,204.0,V1_C8,1,9176.788124156545,9176.0
19/12/2022,402.0,0.0,1.309,10.61,37888.0,True,402.0,V3_C1,3,37888.78416588125,37888.0
26/01/2023,6.0,0.0,,,,False,6.0,V3_C1,3,,
19/12/2022,402.0,0.0,1.309.,10.61,,False,402.0,V3_C1,3,37888.78416588125,37888.78416588125
02/02/2023,2276.0,0.0,1.352.,18.55,,False,2276.0,V3_C1,3,122695.41778975741,122695.41778975741
28/04/2023,262.0,0.0,1.393,11.94,21943.0,True,262.0,V3_C2,3,21943.048576214405,21943.0
22/07/2023,30.0,0.0,1.442,30.35,988.0,True,30.0,V3_C2,3,988.4678747940692,988.0
22/08/2023,600.0,0.0,1.458,32.58,18416.0,True,600.0,V3_C2,3,18416.20626151013,18416.0
23/08/2023,511.0,0.0,1.459,35.27,,False,511.0,V3_C2,3,14488.233626311312,14488.233626311312
16/06/2025,403.0,0.0,1.811,24.9,16184.0,True,403.0,V1_C8,1,16184.738955823294,16184.0
09/05/2024,280.0,0.0,1.580,33.25,,False,280.0,V1_C4,1,8421.052631578947,8421.052631578947
09/05/2024,749.0,0.0,1.581,33.25,,False,749.0,V1_C4,1,22526.315789473683,22526.315789473683
12/07/2024,151.0,0.0,,7.37,20488.0,True,151.0,V1_C5,1,20488.466757123475,20488.0
21/07/2024,522.0,0.0,1.617,9.64,53869.0,True,522.0,V1_C5,1,54149.377593360994,53869.0
29/07/2024,377.8,0.0,1.618,13.24,28534.0,True,377.8,V1_C5,1,28534.743202416917,28534.0
07/08/2024,207.0,0.0,1.619,17.1,12105.0,True,207.0,V1_C5,1,12105.263157894737,12105.0
13/08/2024,324.0,0.0,1.623,18.79,17243.0,True,324.0,V1_C5,1,17243.214475784993,17243.0
27/12/2024,264.0,0.0,1.717,10.2,25882.0,True,264.0,V1_C6,1,25882.352941176472,25882.0
20/08/2024,196.0,0.0,1.629,20.89,,False,196.0,V1_C5,1,9382.479655337482,9382.479655337482
20/08/2024,507.0,0.0,1.630,21.0,,False,507.0,V1_C5,1,24142.85714285714,24142.85714285714
20/08/2024,2084.0,0.0,1.632,20.05,,False,2084.0,V1_C5,1,103940.14962593516,103940.14962593516
22/08/2024,672.0,0.0,1.634,17.7,,False,672.0,V1_C5,1,37966.101694915254,37966.101694915254
22/08/2024,17.0,0.0,1.637,20.05,,False,17.0,V1_C5,1,847.8802992518703,847.8802992518703
26/12/2024,442.0,0.0,1.715,10.46,42256.0,True,442.0,V1_C6,1,42256.214149139574,42256.0
26/12/2024,257.0,0.0,1.716,10.46,24569.0,True,257.0,V1_C6,1,24569.789674952197,24569.0
21/02/2024,728.0,0.0,1.538,16.18,,False,728.0,V10_C3,10,44993.8195302843,44993.8195302843
08/05/2024,504.0,0.0,1.579,18.63,27053.0,True,504.0,V10_C4,10,27053.140096618357,27053.0
01/06/2024,679.0,0.0,1.597,25.63,,False,679.0,V10_C4,10,26492.391728443232,26492.391728443232
25/09/2024,300.0,0.0,1.651,13.95,,False,300.0,V10_C5,10,21505.376344086024,21505.376344086024
25/09/2024,300.0,0.0,1.652,13.95,,False,300.0,V10_C5,10,21505.376344086024,21505.376344086024
25/09/2024,189.0,0.0,1.654,13.95,,False,189.0,V10_C5,10,13548.387096774195,13548.387096774195
01/11/2024,156.0,0.0,1.693,12.66,,False,156.0,V10_C6,10,12322.274881516587,12322.274881516587
01/11/2024,250.0,0.0,1.694,12.66,,False,250.0,V10_C6,10,19747.235387045814,19747.235387045814
23/01/2025,626.0,0.0,1.720,18.2,,False,626.0,V10_C7,10,34395.604395604394,34395.604395604394
14/04/2025,150.0,0.0,1.779,9.62,15592.0,True,150.0,V10_C8,10,15592.515592515594,15592.0
14/04/2025,303.0,0.0,1.780,9.62,31496.0,True,303.0,V10_C8,10,31496.8814968815,31496.0
,350.0,0.0,,,,False,350.0,V5_C4,5,,
25/04/2025,782.0,0.0,1.784,13.44,,False,782.0,V10_C8,10,58184.52380952381,58184.52380952381
04/12/2022,724.0,0.0,1.304,10.68,67790.0,True,724.0,V11A_C1,11A,67790.26217228465,67790.0
27/12/2022,602.0,0.0,1.323.,15.13,39788.0,True,602.0,V11A_C1,11A,39788.499669530735,39788.0
27/12/2022,40.0,0.0,1.329.,13.91,2875.0,True,40.0,V11A_C1,11A,2875.629043853343,2875.0
05/01/2023,19.0,0.0,1.339.,20.47,,False,19.0,V11A_C1,11A,928.1875915974598,928.1875915974598
29/03/2023,164.0,0.0,1.375,10.55,15545.0,True,164.0,V11A_C2,11A,15545.023696682463,15545.0
31/03/2023,153.0,0.0,1.377,11.64,13144.0,True,153.0,V11A_C2,11A,13144.329896907217,13144.0
31/05/2023,308.0,0.0,1.411,22.43,13731.0,True,308.0,V11A_C2,11A,13731.609451627284,13731.0
31/05/2023,106.0,0.0,1.409,22.43,4725.0,True,106.0,V11A_C2,11A,4725.813642443157,4725.0
05/03/2023,207.0,0.0,1.366,11.05,18733.0,True,207.0,V9_C2,9,18733.031674208145,18733.0
26/04/2023,1239.0,0.0,1.387,20.85,,False,1239.0,V9_C2,9,59424.460431654676,59424.460431654676
04/09/2023,103.0,0.0,1.464,14.18,7263.0,True,103.0,V9_C3,9,7263.7517630465445,7263.0
20/09/2023,560.0,0.0,1.473,17.17,,False,560.0,V9_C3,9,32615.0262085032,32615.0262085032
20/09/2023,542.0,0.0,1.475,17.17,,False,542.0,V9_C3,9,31566.68608037274,31566.68608037274
21/03/2024,490.0,0.0,,3.5,,False,490.0,V9_C6,9,140000.0,140000.0
09/06/2024,1079.5,0.0,1.600,10.53,,False,1079.5,V9_C7,9,102516.61918328586,102516.61918328586
01/10/2024,459.0,0.0,1.659,12.39,,False,459.0,V9_C8,9,37046.00484261501,37046.00484261501
10/02/2023,201.0,0.0,1.355.,11.43,17585.0,True,201.0,V10_C1,10,17585.30183727034,17585.0
30/01/2024,42.0,0.0,1.533,10.78,,False,42.0,V10_C3,10,3896.103896103896,3896.103896103896
10/04/2023,700.0,0.0,1.380,21.29,,False,700.0,V10_C1,10,32879.286049788636,32879.286049788636
11/04/2023,425.0,0.0,1.383,21.29,,False,425.0,V10_C1,10,19962.423673085956,19962.423673085956
19/07/2023,152.0,0.0,1.436,10.62,14312.0,True,152.0,V10_C2,10,14312.617702448211,14312.0
28/07/2023,145.0,0.0,1.447,11.59,12510.0,True,145.0,V10_C2,10,12510.785159620362,12510.0
12/09/2023,504.0,0.0,1.466,17.07,,False,504.0,V10_C2,10,29525.48330404218,29525.48330404218
12/09/2023,738.0,0.0,1.467,17.07,,False,738.0,V10_C2,10,43233.74340949034,43233.74340949034
09/01/2024,186.0,0.0,1.525,7.56,24603.0,True,186.0,V10_C3,10,24603.174603174604,24603.0
30/01/2024,500.0,0.0,1.532,10.78,46382.0,True,500.0,V10_C3,10,46382.189239332096,46382.0
10/06/2024,606.0,0.0,1.601,11.84,,False,606.0,V11A_C5,11A,51182.43243243243,51182.43243243243
18/06/2024,746.0,0.0,1.606,14.28,,False,746.0,V11A_C5,11A,52240.89635854342,52240.89635854342
